Timestamp,Motion_WorldPositionZ,Motion_WorldPositionY,Motion_WorldPositionX,TotalLapDistance,Steer,Speed,LapDistance,Gear,EngineTemp,EngineRPM,Brake,DriverStatus,LapNumber,LapValidity,PitStatus,Sector
1687180462362249600,140.7328338623047,101.18807220458984,17.24147605895996,2184.909912109375,1,252,2184.909912109375,6,90,11597,0,Flying_lap,1,Invalid,None,1
1687180462418890300,137.25267028808594,101.3287353515625,19.18309211730957,2188.999512,1,253,2188.999512,6,90,11653,0,Flying_lap,1,Invalid,None,1
1687180462475454600,133.8087921142578,101.46774291992188,21.20572853088379,2193.090332,1,254,2193.090332,6,90,11700,0,Flying_lap,1,Invalid,None,1
1687180462532312600,130.39193725585938,101.60975646972656,23.336971282958984,2197.194336,1,255,2197.194336,6,90,11746,0,Flying_lap,1,Invalid,None,1
1687180462589037200,127.03748321533203,101.75227355957031,25.56648826599121,2201.286376953125,1,256,2201.286376953125,6,90,11791,0,Flying_lap,1,Invalid,None,1
1687180462632089900,124.53285217285156,101.86067962646484,27.33037757873535,2204.395508,1,256,2204.395508,6,90,11820,0,Flying_lap,1,Invalid,None,1
1687180462689623100,121.2478256225586,102.00701141357422,29.78533172607422,2208.561279296875,1,257,2208.561279296875,6,90,11871,0,Flying_lap,1,Invalid,None,1
1687180462746198900,118.09878540039062,102.1496582,32.30118179321289,2212.66748,1,256,2212.66748,7,90,10323,0,Flying_lap,1,Invalid,None,1
1687180462802515300,115.05625915527344,102.29271697998047,34.90084457397461,2216.748047,1,255,2216.748047,7,90,10277,0,Flying_lap,1,Invalid,None,1
1687180462859598400,112.0699462890625,102.43841552734375,37.63069534301758,2220.853271484375,1,255,2220.853271484375,7,90,10342,0,Flying_lap,1,Invalid,None,1
1687180462916658700,109.17543029785156,102.58314514160156,40.45796585083008,2224.946044921875,1,255,2224.946044921875,7,90,10397,0,Flying_lap,1,Invalid,None,1
1687180462972681300,106.4222412109375,102.72341918945312,43.32897949,2228.965087890625,1,255,2228.965087890625,7,90,10406,0,Flying_lap,1,Invalid,None,1
1687180463029615700,103.72000885009766,102.8680419921875,46.34181213378906,2233.057861328125,1,256,2233.057861328125,7,90,10418,0,Flying_lap,1,Invalid,None,1
1687180463072779000,101.73689270019531,102.97827911376953,48.68780517578125,2236.171875,1,256,2236.171875,7,90,10423,0,Flying_lap,1,Invalid,None,1
1687180463129595100,99.21613311767578,103.1254653930664,51.85509490966797,2240.281738,1,256,2240.281738,7,90,10436,0,Flying_lap,1,Invalid,None,1
1687180463172361600,97.38558959960938,103.23490905761719,54.294830322265625,2243.36377,1,257,2243.36377,7,90,10458,0,Flying_lap,1,Invalid,None,1
1687180463229589700,95.02474975585938,103.37486267089844,57.630069732666016,2247.477294921875,1,257,2247.477294921875,7,90,10464,0,Flying_lap,1,Invalid,None,1
1687180463286917000,92.76465606689453,103.50885772705078,61.04980469,2251.594727,1,257,2251.594727,7,90,10457,0,Flying_lap,1,Invalid,None,1
1687180463343691100,90.63579559326172,103.6412353515625,64.51348876953125,2255.679199,1,258,2255.679199,7,90,10460,0,Flying_lap,1,Invalid,None,1
1687180463399885400,88.63612365722656,103.76984405517578,68.01232147216797,2259.737793,1,258,2259.737793,7,90,10473,0,Flying_lap,1,Invalid,None,1
1687180463456053000,86.74497223,103.89384460449219,71.57598876953125,2263.807129,1,258,2263.807129,7,90,10464,0,Flying_lap,1,Invalid,None,1
1687180463512277900,84.96582794189453,104.02201843261719,75.20864105,2267.866699,1,259,2267.866699,7,90,10461,0,Flying_lap,1,Invalid,None,1
1687180463568601900,83.29700469970703,104.15299987792969,78.90891266,2271.926025390625,1,259,2271.926025390625,7,90,10496,0,Flying_lap,1,Invalid,None,1
1687180463625330200,81.72604370117188,104.27735137939453,82.69126129,2276.014892578125,1,260,2276.014892578125,7,90,10511,0,Flying_lap,1,Invalid,None,1
1687180463681780100,80.27496337890625,104.39493560791016,86.50775909423828,2280.092041015625,1,260,2280.092041015625,7,90,10517,0,Flying_lap,1,Invalid,None,1
1687180463724829000,79.24749755859375,104.48478698730469,89.45178223,2283.211426,1,261,2283.211426,7,90,10532,0,Flying_lap,1,Invalid,None,1
1687180463782308800,77.98226165771484,104.60263061523438,93.42488098144531,2287.388916015625,1,261,2287.388916015625,7,90,10557,0,Flying_lap,1,Invalid,None,1
1687180463839342400,76.84942626953125,104.71665954589844,97.41145324707031,2291.518798828125,1,261,2291.518798828125,7,90,10570,0,Flying_lap,1,Invalid,None,1
1687180463895227700,75.86182403564453,104.82899475097656,101.3564224243164,2295.553223,1,262,2295.553223,7,90,10596,0,Flying_lap,1,Invalid,None,1
1687180463950647600,75.00106811523438,104.93628692626953,105.30291748046875,2299.55127,1,262,2299.55127,7,90,10626,0,Flying_lap,1,Invalid,None,1
1687180463993379800,74.41824340820312,105.0150375366211,108.36622619628906,2302.636719,1,262,2302.636719,7,90,10630,0,Flying_lap,1,Invalid,None,1
1687180464049860300,73.76068878173828,105.1177978515625,112.43983459472656,2306.725830078125,1,263,2306.725830078125,7,90,10640,0,Flying_lap,1,Invalid,None,1
1687180464105577700,73.23995208740234,105.21917724609375,116.48171997070312,2310.774169921875,1,263,2310.774169921875,7,90,10664,0,Flying_lap,1,Invalid,None,1
1687180464161493600,72.84246063232422,105.31542205810547,120.55733489990234,2314.823242,1,263,2314.823242,7,90,10686,0,Flying_lap,1,Invalid,None,1
1687180464217718400,72.57141876220703,105.40880584716797,124.67054748535156,2318.880371,1,264,2318.880371,7,90,10682,0,Flying_lap,1,Invalid,None,1
1687180464273996600,72.43154144,105.50138854980469,128.79872131347656,2322.935059,1,264,2322.935059,7,90,10698,0,Flying_lap,1,Invalid,None,1
1687180464330519000,72.42311096191406,105.59158325195312,132.95211791992188,2327.010254,1,264,2327.010254,7,90,10705,0,Flying_lap,1,Invalid,None,1
1687180464387224400,72.54841613769531,105.68083953857422,137.12132263183594,2331.108398,1,265,2331.108398,7,90,10711,0,Flying_lap,1,Invalid,None,1
1687180464443975700,72.80950164794922,105.77130889892578,141.2924346923828,2335.219238,1,265,2335.219238,7,90,10720,0,Flying_lap,1,Invalid,None,1
1687180464500749800,73.20335388183594,105.85964965820312,145.45962524414062,2339.306641,1,265,2339.306641,7,90,10738,0,Flying_lap,1,Invalid,None,1
1687180464557398100,73.72470856,105.93990325927734,149.6085205078125,2343.366943359375,1,265,2343.366943359375,7,90,10752,0,Flying_lap,1,Invalid,None,1
1687180464614153200,74.37734222,106.01507568359375,153.7519073486328,2347.42627,1,266,2347.42627,7,90,10747,0,Flying_lap,1,Invalid,None,1
1687180464670049900,75.14984893798828,106.0882568359375,157.8152313232422,2351.426025390625,1,266,2351.426025390625,7,90,10768,0,Flying_lap,1,Invalid,None,1
1687180464725870400,76.04470062,106.15450286865234,161.8520965576172,2355.430419921875,1,266,2355.430419921875,7,90,10778,0,Flying_lap,1,Invalid,None,1
1687180464768572100,76.81344604492188,106.20181274414062,164.9237518310547,2358.509277,1,267,2358.509277,7,90,10773,0,Flying_lap,1,Invalid,None,1
1687180464826155000,77.97093200683594,106.2710189819336,169.0383301,2362.666748046875,1,267,2362.666748046875,7,90,10782,0,Flying_lap,1,Invalid,None,1
1687180464883188500,79.25138092041016,106.34357452392578,173.07850646972656,2366.779541015625,1,267,2366.779541015625,7,90,10806,0,Flying_lap,1,Invalid,None,1
1687180464938581700,80.6163559,106.40999603271484,176.96600341796875,2370.773681640625,1,267,2370.773681640625,7,90,10833,0,Flying_lap,1,Invalid,None,1
1687180464994703500,82.11886596679688,106.4692611694336,180.86611938476562,2374.825439453125,1,268,2374.825439453125,7,90,10830,0,Flying_lap,1,Invalid,None,1
1687180465051115300,83.7529068,106.5296630859375,184.74119567871094,2378.907715,0,268,2378.907715,7,90,10843,0,Flying_lap,1,Invalid,None,1
1687180465106783200,85.48097229003906,106.58673858642578,188.5202178955078,2382.995849609375,0,268,2382.995849609375,7,90,10882,0,Flying_lap,1,Invalid,None,1
1687180465163328400,87.34360504,106.63674926757812,192.3162841796875,2387.225586,0,269,2387.225586,7,90,10897,0,Flying_lap,1,Invalid,None,1
1687180465219908000,89.30976867675781,106.67512512207031,196.07284545898438,2391.46582,0,270,2391.46582,7,90,10958,0,Flying_lap,1,Invalid,None,1
1687180465275949700,91.35746765136719,106.70357513427734,199.7492676,2395.67041,-1,270,2395.67041,7,90,10927,0,Flying_lap,1,Invalid,None,1
1687180465330965300,93.45961761,106.72221374511719,203.3168487548828,2399.801758,-1,271,2399.801758,7,90,10916,0,Flying_lap,1,Invalid,None,1
1687180465385397200,95.62085723876953,106.73590850830078,206.80921936035156,2403.891602,-1,271,2403.891602,7,90,10926,0,Flying_lap,1,Invalid,None,1
1687180465439638400,97.83464050292969,106.7499771118164,210.26458740234375,2407.97168,-1,272,2407.97168,7,90,10950,0,Flying_lap,1,Invalid,None,1
1687180465494558600,100.10021209716797,106.75827026367188,213.76153564453125,2412.111572265625,-1,273,2412.111572265625,7,90,10982,0,Flying_lap,1,Invalid,None,1
1687180465549532200,102.35282897949219,106.75965881347656,217.2852325439453,2416.269531,-1,274,2416.269531,7,90,11011,0,Flying_lap,1,Invalid,None,1
1687180465605543400,104.59739685058594,106.76223754882812,220.91912841796875,2420.522461,-1,274,2420.522461,7,90,11045,0,Flying_lap,1,Invalid,None,1
1687180465662607400,106.80619812011719,106.76581573486328,224.6780242919922,2424.871337890625,0,275,2424.871337890625,7,90,11078,0,Flying_lap,1,Invalid,None,1
1687180465718866600,108.90385437011719,106.76737976074219,228.4404297,2429.173828,0,275,2429.173828,7,90,11105,0,Flying_lap,1,Invalid,None,1
1687180465774401000,110.9011459350586,106.76959991455078,232.20516967773438,2433.434082,0,276,2433.434082,7,90,11112,0,Flying_lap,1,Invalid,None,1
1687180465830240500,112.83448791503906,106.78413391113281,236.0398406982422,2437.728759765625,0,277,2437.728759765625,7,90,11130,0,Flying_lap,1,Invalid,None,1
1687180465885584100,114.68043518066406,106.8033218383789,239.8688507080078,2441.979492,0,273,2441.979492,7,90,10829,1,Flying_lap,1,Invalid,None,1
1687180465940504300,116.42504119873047,106.8121566772461,243.60702514648438,2446.104248046875,0,266,2446.104248046875,7,90,10558,1,Flying_lap,1,Invalid,None,1
1687180465995497000,118.09011840820312,106.81415557861328,247.25730895996094,2450.114746,0,258,2450.114746,7,90,10256,0.9787315130233765,Flying_lap,1,Invalid,None,1
1687180466051840100,119.72615814208984,106.81189727783203,250.89422607421875,2454.100830078125,1,251,2454.100830078125,7,90,9962,0.9188880324363708,Flying_lap,1,Invalid,None,1
1687180466095175000,120.94853973388672,106.80827331542969,253.6207275390625,2457.087402,1,245,2457.087402,7,90,9748,0.8367693424224854,Flying_lap,1,Invalid,None,1
1687180466151655400,122.51242065429688,106.80101013183594,257.0904846191406,2460.891602,1,240,2460.891602,7,90,9565,0.3769160509109497,Flying_lap,1,Invalid,None,1
1687180466207861200,124.04900360107422,106.79585266113281,260.4441223144531,2464.57959,1,232,2464.57959,7,90,9212,1,Flying_lap,1,Invalid,None,1
1687180466264543800,125.58794403076172,106.79602813720703,263.7050781,2468.139648,1,225,2468.139648,7,90,8939,0.9996472597122192,Flying_lap,1,Invalid,None,1
1687180466321291200,127.13436126708984,106.79322052001953,266.8510437011719,2471.584961,1,219,2471.584961,7,90,9072,1,Flying_lap,1,Invalid,None,1
1687180466364466000,128.32156372070312,106.78494262695312,269.1637878417969,2474.138916015625,1,215,2474.138916015625,6,90,9739,0.9901432394981384,Flying_lap,1,Invalid,None,1
1687180466421449900,129.92074584960938,106.7694320678711,272.12152099609375,2477.443359,1,210,2477.443359,6,90,9470,1,Flying_lap,1,Invalid,None,1
1687180466477499300,131.5358428955078,106.74604034423828,274.9272155761719,2480.62793,1,206,2480.62793,6,90,9406,0.001,Flying_lap,1,Invalid,None,1
1687180466533426500,133.20657348632812,106.72035217285156,277.6389465332031,2483.766357421875,1,202,2483.766357421875,6,90,9137,1,Flying_lap,1,Invalid,None,1
1687180466589678100,134.93418884277344,106.69845581054688,280.2517395019531,2486.842041015625,1,198,2486.842041015625,6,90,8977,0.560664713,Flying_lap,1,Invalid,None,1
1687180466646047800,136.72012329101562,106.67964172363281,282.76593017578125,2489.843017578125,1,196,2489.843017578125,6,90,8915,0.001,Flying_lap,1,Invalid,None,1
1687180466702493900,138.5701446533203,106.6564941,285.19915771484375,2492.808837890625,1,193,2492.808837890625,6,90,8718,1,Flying_lap,1,Invalid,None,1
1687180466759123100,140.46969604492188,106.62720489501953,287.53912353515625,2495.730224609375,1,189,2495.730224609375,6,90,8446,1,Flying_lap,1,Invalid,None,1
1687180466814630800,142.37335205078125,106.5974349975586,289.7307129,2498.546142578125,1,186,2498.546142578125,6,90,8385,0.3453996777534485,Flying_lap,1,Invalid,None,1
1687180466870413100,144.3273926,106.56280517578125,291.83868408203125,2501.341064453125,1,184,2501.341064453125,6,90,8222,1,Flying_lap,1,Invalid,None,1
1687180466925997000,146.3136749267578,106.52847290039062,293.8399353027344,2504.093994140625,1,181,2504.093994140625,6,90,8110,0.8451462984085083,Flying_lap,1,Invalid,None,1
1687180466981531400,148.3280792236328,106.50137329101562,295.72955322265625,2506.799805,1,177,2506.799805,5,90,9285,0.5526676177978516,Flying_lap,1,Invalid,None,1
1687180467037145900,150.36878967285156,106.47368621826172,297.5198059082031,2509.45166,1,174,2509.45166,5,90,9136,0.5658432841300964,Flying_lap,1,Invalid,None,1
1687180467092314000,152.41366577148438,106.44451904296875,299.1962585449219,2512.029541015625,1,170,2512.029541015625,5,90,8976,0.5662586688995361,Flying_lap,1,Invalid,None,1
1687180467147836900,154.48916625976562,106.41590118408203,300.78204345703125,2514.574707,1,167,2514.574707,5,90,8805,0.5649760365486145,Flying_lap,1,Invalid,None,1
1687180467203577300,156.58596801757812,106.3840103149414,302.2764587402344,2517.085938,1,164,2517.085938,5,90,8676,0.5528468489646912,Flying_lap,1,Invalid,None,1
1687180467259432100,158.69679260253906,106.35086059570312,303.6746520996094,2519.561035,1,161,2519.561035,5,90,8520,0.5530356764793396,Flying_lap,1,Invalid,None,1
1687180467316732700,160.86868286132812,106.31293487548828,305.0096435546875,2522.062012,1,158,2522.062012,5,90,8332,0.4100371301174164,Flying_lap,1,Invalid,None,1
1687180467373934000,163.0399627685547,106.27212524414062,306.2425231933594,2524.523438,1,155,2524.523438,5,90,8197,0.4076344668865204,Flying_lap,1,Invalid,None,1
1687180467429354000,165.14369201660156,106.2291030883789,307.3439025878906,2526.879883,1,152,2526.879883,5,90,8465,0.40631866455078125,Flying_lap,1,Invalid,None,1
1687180467484220800,167.2183074951172,106.18541717529297,308.3433837890625,2529.163818359375,1,149,2529.163818359375,4,90,9215,0.37123870849609375,Flying_lap,1,Invalid,None,1
1687180467539820000,169.31756591796875,106.13887023925781,309.26873779296875,2531.435302734375,1,147,2531.435302734375,4,90,9202,0,Flying_lap,1,Invalid,None,1
1687180467596193600,171.4572754,106.08454132080078,310.1269226074219,2533.716309,1,146,2533.716309,4,90,9132,0,Flying_lap,1,Invalid,None,1
1687180467639375900,173.10482788085938,106.04422760009766,310.7254638671875,2535.450684,1,145,2535.450684,4,90,9099,0,Flying_lap,1,Invalid,None,1
1687180467696996900,175.31851196289062,105.99376678466797,311.4470215,2537.756348,1,145,2537.756348,4,90,9139,0,Flying_lap,1,Invalid,None,1
1687180467753530800,177.5108184814453,105.94389343261719,312.0759277,2540.020263671875,1,145,2540.020263671875,4,90,9143,0,Flying_lap,1,Invalid,None,1
1687180467809431300,179.69747924804688,105.8934555053711,312.62115478515625,2542.306396484375,1,145,2542.306396484375,4,90,9149,0,Flying_lap,1,Invalid,None,1
1687180467865152600,181.89535522460938,105.84550476074219,313.0872802734375,2544.655517578125,1,145,2544.655517578125,4,90,9171,0,Flying_lap,1,Invalid,None,1
1687180467921190500,184.12217712402344,105.79312133789062,313.4817199707031,2547.025879,1,145,2547.025879,4,90,9196,0,Flying_lap,1,Invalid,None,1
1687180467976827900,186.34835815429688,105.73616790771484,313.8000488,2549.398681640625,1,145,2549.398681640625,4,90,9229,0,Flying_lap,1,Invalid,None,1
1687180468031755700,188.56015014648438,105.6755371,314.0409240722656,2551.770751953125,1,146,2551.770751953125,4,90,9251,0,Flying_lap,1,Invalid,None,1
1687180468087293900,190.80836486816406,105.61377716064453,314.2060547,2554.208496,1,146,2554.208496,4,90,9229,0,Flying_lap,1,Invalid,None,1
1687180468143633100,193.0957031,105.54959869384766,314.2930603027344,2556.730712890625,1,146,2556.730712890625,4,90,9244,0,Flying_lap,1,Invalid,None,1
1687180468186353900,194.8330078,105.5018310546875,314.3034973144531,2558.781494140625,1,146,2558.781494140625,4,90,9246,0,Flying_lap,1,Invalid,None,1
1687180468242536800,197.1189422607422,105.43962860107422,314.24505615234375,2561.541016,1,146,2561.541016,4,90,9254,0,Flying_lap,1,Invalid,None,1
1687180468297079300,199.33692932128906,105.38428497314453,314.1069336,2564.199219,1,146,2564.199219,4,90,9263,0,Flying_lap,1,Invalid,None,1
1687180468352976100,201.6054688,105.3288574,313.8847656,2566.926758,1,146,2566.926758,4,90,9266,0,Flying_lap,1,Invalid,None,1
1687180468409006400,203.8713379,105.28254699707031,313.5745849609375,2569.677246,1,147,2569.677246,4,90,9274,0,Flying_lap,1,Invalid,None,1
1687180468463945600,206.0817413330078,105.25103759765625,313.18414306640625,2572.205566,1,147,2572.205566,4,90,9278,0,Flying_lap,1,Invalid,None,1
1687180468519125200,208.28770446777344,105.22247314453125,312.71258544921875,2574.666504,1,147,2574.666504,4,90,9294,0,Flying_lap,1,Invalid,None,1
1687180468575537000,210.52589416503906,105.19686889648438,312.1484069824219,2577.119873046875,1,147,2577.119873046875,4,90,9323,0,Flying_lap,1,Invalid,None,1
1687180468631246800,212.71864318847656,105.17290496826172,311.5099182128906,2579.5,1,147,2579.5,4,90,9365,0,Flying_lap,1,Invalid,None,1
1687180468686491300,214.87472534179688,105.14722442626953,310.7988281,2581.814453,1,148,2581.814453,4,90,9401,0,Flying_lap,1,Invalid,None,1
1687180468742605500,217.04237365722656,105.1216049194336,309.9956359863281,2584.049805,1,148,2584.049805,4,90,9402,0,Flying_lap,1,Invalid,None,1
1687180468798509900,219.1760711669922,105.09551239013672,309.1156311035156,2586.272461,1,148,2586.272461,4,90,9441,0,Flying_lap,1,Invalid,None,1
1687180468855169500,221.31236267089844,105.06819915771484,308.1424255371094,2588.526611328125,1,149,2588.526611328125,4,90,9608,0,Flying_lap,1,Invalid,None,1
1687180468911604200,223.4181671142578,105.04196166992188,307.0888366699219,2590.783447265625,1,150,2590.783447265625,4,90,9512,0,Flying_lap,1,Invalid,None,1
1687180468966932500,225.44911193847656,105.01585388183594,305.9794922,2593.000732421875,1,150,2593.000732421875,4,90,9570,0,Flying_lap,1,Invalid,None,1
1687180469021978600,227.4358367919922,104.99031066894531,304.80133056640625,2595.215576171875,1,151,2595.215576171875,4,90,9653,0,Flying_lap,1,Invalid,None,1
1687180469077772400,229.41769409179688,104.96084594726562,303.53277587890625,2597.475586,1,152,2597.475586,4,90,9614,0,Flying_lap,1,Invalid,None,1
1687180469134447400,231.39288330078125,104.92884063720703,302.1692810058594,2599.777099609375,1,152,2599.777099609375,4,90,9692,0,Flying_lap,1,Invalid,None,1
1687180469190424200,233.3083953857422,104.89092254638672,300.7509460449219,2602.053955078125,1,153,2602.053955078125,4,90,9765,0,Flying_lap,1,Invalid,None,1
1687180469245580900,235.15809631347656,104.85090637207031,299.2814025878906,2604.304688,1,154,2604.304688,4,90,9777,0,Flying_lap,1,Invalid,None,1
1687180469300489700,236.9575653076172,104.80939483642578,297.7494812011719,2606.552001953125,1,155,2606.552001953125,4,90,9882,0,Flying_lap,1,Invalid,None,1
1687180469356619100,238.75486755371094,104.76567077636719,296.111084,2608.862305,1,156,2608.862305,4,90,9880,0,Flying_lap,1,Invalid,None,1
1687180469413404700,240.5211639404297,104.72370147705078,294.3809509277344,2611.211181640625,1,157,2611.211181640625,4,90,10023,0,Flying_lap,1,Invalid,None,1
1687180469468267700,242.18240356445312,104.68120574951172,292.6419677734375,2613.497314453125,1,158,2613.497314453125,4,90,9987,0,Flying_lap,1,Invalid,None,1
1687180469522810200,243.78147888183594,104.64041900634766,290.8497009277344,2615.784423828125,1,159,2615.784423828125,4,90,10120,0,Flying_lap,1,Invalid,None,1
1687180469576841600,245.3212432861328,104.6025161743164,289.00933837890625,2618.085449,0,160,2618.085449,4,90,10101,0,Flying_lap,1,Invalid,None,1
1687180469631040800,246.82827758789062,104.56074523925781,287.1148376464844,2620.439697265625,0,161,2620.439697265625,4,90,10245,0,Flying_lap,1,Invalid,None,1
1687180469686064000,248.3341064453125,104.51119995117188,285.15155029296875,2622.842773,0,162,2622.842773,4,90,10216,0,Flying_lap,1,Invalid,None,1
1687180469741590800,249.82266235351562,104.46412658691406,283.1275634765625,2625.28125,1,163,2625.28125,4,90,10295,0,Flying_lap,1,Invalid,None,1
1687180469797384500,251.29812622070312,104.42079162597656,281.0515137,2627.750977,1,165,2627.750977,4,90,10663,0,Flying_lap,1,Invalid,None,1
1687180469851888900,252.72792053222656,104.37186431884766,278.98797607421875,2630.183349609375,1,166,2630.183349609375,4,90,10435,0,Flying_lap,1,Invalid,None,1
1687180469906614600,254.14596557617188,104.33133697509766,276.8866882324219,2632.638184,1,167,2632.638184,4,90,10554,0,Flying_lap,1,Invalid,None,1
1687180469961454600,255.5544891357422,104.29010009765625,274.7424621582031,2635.12207,1,169,2635.12207,4,90,10844,0,Flying_lap,1,Invalid,None,1
1687180470015821700,256.9386291503906,104.24605560302734,272.5635986328125,2637.625,0,171,2637.625,4,90,10791,0,Flying_lap,1,Invalid,None,1
1687180470071455300,258.3347168,104.1964340209961,270.30023193359375,2640.278564453125,0,172,2640.278564453125,4,90,10867,0,Flying_lap,1,Invalid,None,1
1687180470128012000,259.7429504394531,104.15099334716797,267.9692077636719,2642.996826171875,0,174,2642.996826171875,4,90,11019,0,Flying_lap,1,Invalid,None,1
1687180470183988800,261.1361389160156,104.10266876220703,265.6234436035156,2645.720703,0,176,2645.720703,4,90,11352,0,Flying_lap,1,Invalid,None,1
1687180470240370000,262.5458984,104.04010772705078,263.2232971191406,2648.499755859375,0,178,2648.499755859375,4,90,11189,0,Flying_lap,1,Invalid,None,1
1687180470297300600,263.9660645,103.98641204833984,260.78082275390625,2651.321044921875,1,179,2651.321044921875,4,90,11293,0,Flying_lap,1,Invalid,None,1
1687180470354368500,265.3925476074219,103.94247436523438,258.3044738769531,2654.174805,1,181,2654.174805,4,90,11473,0,Flying_lap,1,Invalid,None,1
1687180470411642300,266.8310547,103.89635467529297,255.7802734,2657.076172,0,183,2657.076172,4,90,11709,0,Flying_lap,1,Invalid,None,1
1687180470468893300,268.2817077636719,103.8487319946289,253.21778869628906,2660.016602,0,186,2660.016602,4,90,11767,0,Flying_lap,1,Invalid,None,1
1687180470511701800,269.3749084472656,103.82048797607422,251.2775879,2662.240723,0,188,2662.240723,4,90,11950,0,Flying_lap,1,Invalid,None,1
1687180470569021500,270.8459167480469,103.77964782714844,248.6558837890625,2665.242919921875,0,189,2665.242919921875,5,90,10611,0,Flying_lap,1,Invalid,None,1
1687180470626272500,272.3215637207031,103.732666,246.01730346679688,2668.261962890625,0,190,2668.261962890625,5,90,10275,0,Flying_lap,1,Invalid,None,1
1687180470683157200,273.7945251464844,103.68331146240234,243.38084411621094,2671.277832,0,191,2671.277832,5,90,10388,0,Flying_lap,1,Invalid,None,1
